t_s,requests,p50_us,p95_us,p99_us,max_us
3.9,4447,124.5,1024.9,1342.9,2451.4
4.0,4432,125.1,1038.4,1401.3,2254.3
4.1,4727,121.7,996.7,1292.3,2226.0
4.2,4481,129.1,1026.2,1455.2,2800.2
4.3,4648,129.4,1009.3,1324.6,2359.6
4.4,4987,121.4,941.9,1276.5,1805.5
4.5,5031,122.4,954.8,1262.0,2206.8
4.6,4941,126.3,973.7,1334.7,1989.6
4.7,5069,126.5,941.4,1282.1,2088.9
4.8,5607,119.9,844.0,1173.3,3209.5
4.9,5413,125.6,848.8,1264.7,1791.0
5.0,5690,123.1,807.2,1173.7,1846.0
5.1,6009,118.1,738.0,1114.0,2355.5
5.2,5858,128.8,757.9,1117.3,2099.2
5.3,6220,119.3,726.9,1114.7,2149.6
5.4,6333,119.3,711.8,1114.1,1857.1
5.5,6337,118.7,715.2,1090.6,2474.3
5.6,6554,115.1,694.0,1022.0,1552.2
5.7,6767,117.3,608.7,1015.2,1914.4
5.8,6879,117.1,540.2,1024.3,1920.9
5.9,6990,116.3,487.7,958.7,1670.3
6.0,7183,115.9,323.8,971.2,1635.9
6.1,7004,118.9,351.0,955.6,2046.8
6.2,7111,121.8,315.8,913.3,1707.3
6.3,7241,119.1,302.6,883.8,1687.5
6.4,7343,119.9,287.4,833.6,3022.2
6.5,7185,125.9,281.8,841.9,1359.7
6.6,7559,118.0,265.5,835.2,1613.7
6.7,7756,117.5,254.3,814.5,1430.0
6.8,7751,117.2,258.3,820.8,1529.7
6.9,7711,119.4,256.4,766.5,1470.2
7.0,7842,118.4,248.2,760.7,1660.9
7.1,7984,117.0,246.4,716.1,1448.4
7.2,8385,112.7,236.9,655.0,1464.9
7.3,8053,117.1,250.7,698.5,1776.4
7.4,7993,118.8,243.5,679.0,1704.4
7.5,8240,115.8,234.9,644.6,1271.0
7.6,8523,113.1,231.2,526.5,1340.7
7.7,7951,120.6,253.6,554.3,1937.2
7.8,8645,112.2,224.8,452.4,1022.9
7.9,8409,114.3,236.9,502.4,1427.8
8.0,8992,108.1,224.5,387.5,1265.4
8.1,8886,109.9,223.3,380.7,1670.5
8.2,8950,110.5,220.2,328.4,1182.6
8.3,8712,112.9,229.7,368.8,1072.6
8.4,8480,114.7,242.2,392.3,1506.4
8.5,8621,114.4,225.0,349.6,1211.6
8.6,8265,119.0,243.5,377.1,1006.8
8.7,8671,114.2,232.2,342.0,1010.8
8.8,8976,109.0,225.1,339.6,1451.4
8.9,8798,111.8,228.8,348.3,1222.2
9.0,8757,112.6,228.5,352.6,1092.3
9.1,8962,110.3,223.1,357.0,1093.6
9.2,9154,107.9,218.7,320.5,946.2
9.3,8893,110.0,229.9,354.2,1039.1
9.4,8910,110.7,230.4,326.0,1108.2
9.5,9048,108.6,224.9,333.0,1036.8
9.6,8769,111.7,235.3,360.9,1541.3
9.7,8988,108.1,236.0,336.7,949.1
9.8,8607,114.4,231.5,347.3,1163.8
9.9,8958,110.0,225.0,323.9,906.3
10.0,9357,105.5,216.0,313.3,1028.0
10.1,8979,110.7,226.1,324.3,1000.9
10.2,9425,106.0,213.2,286.2,963.7
10.3,9368,104.2,219.8,318.3,1020.9
10.4,9060,106.6,237.3,338.4,828.8
10.5,9156,107.4,224.1,321.1,1168.1
10.6,9443,103.6,216.0,302.0,848.1
10.7,9082,109.6,225.3,327.6,1062.4
10.8,9443,104.1,218.9,305.8,1096.0
10.9,9199,106.7,224.7,313.0,1177.6
11.0,9339,104.6,221.9,318.3,1088.3
11.1,9348,106.4,218.5,301.2,1194.1
11.2,9479,105.0,218.4,303.4,900.9
11.3,9471,104.3,220.2,304.1,962.7
11.4,9290,105.9,227.6,315.6,859.4
11.5,9726,101.6,213.4,316.9,913.1
11.6,9417,104.3,219.8,297.0,1071.6
11.7,9237,106.5,227.9,316.8,679.1
11.8,9350,105.1,225.1,316.3,1008.9
11.9,9513,103.6,216.9,315.2,661.4
12.0,9278,106.6,218.0,309.5,882.1
12.1,9078,109.6,222.2,316.8,1657.0
12.2,8991,108.4,238.2,343.5,647.3
12.3,9468,103.0,223.5,320.1,1321.1
12.4,9190,106.7,224.7,329.1,955.6
12.5,9231,106.5,221.5,318.9,1245.1
12.6,9304,104.4,225.5,320.6,693.8
12.7,9343,105.5,220.2,303.0,2078.7
12.8,9318,106.9,220.2,301.6,925.7
12.9,9441,105.3,217.8,298.6,778.7
13.0,9678,103.2,210.0,295.4,761.0
13.1,9861,101.0,206.0,286.5,611.3
13.2,9895,100.4,206.9,274.7,425.2
13.3,9903,99.4,207.3,296.1,988.3
13.4,9823,100.8,205.5,285.7,871.3
13.5,9317,105.2,229.1,325.3,607.8
13.6,9712,101.4,213.8,291.6,2602.5
13.7,9383,105.0,222.4,312.2,843.8
13.8,9401,102.0,230.9,325.9,979.8
13.9,9623,101.7,219.9,306.6,850.2
14.0,9490,103.4,218.3,302.7,1157.6
14.1,9607,103.8,213.1,300.7,826.4
14.2,9728,101.6,210.6,290.7,680.1
14.3,9645,101.9,216.8,301.6,753.6
14.4,9514,103.8,219.4,303.9,890.2
14.5,9666,101.7,210.4,302.0,910.3
14.6,9258,106.7,221.7,320.1,574.3
14.7,9646,103.1,209.5,286.5,992.4
14.8,9685,102.0,211.3,296.7,681.7
14.9,9356,104.9,222.1,308.6,609.0
15.0,9268,106.2,223.0,319.7,1063.1
15.1,9553,102.4,215.7,316.2,1169.3
15.2,9550,104.6,214.4,290.9,584.4
15.3,9529,103.9,216.6,314.0,593.6
15.4,8858,111.6,228.7,328.5,784.9
15.5,9459,103.7,220.4,309.2,642.4
15.6,9431,103.6,222.1,309.2,711.0
15.7,9504,104.2,218.4,304.7,589.1
15.8,8965,110.0,230.7,312.7,649.6
15.9,9455,105.0,215.0,294.5,1098.3
16.0,9242,106.9,223.2,318.0,844.1
16.1,8622,113.2,242.6,345.2,878.1
16.2,8831,112.8,230.4,325.2,674.6
16.3,9178,108.8,214.6,307.4,756.1
16.4,9084,107.8,230.3,319.3,578.8
16.5,9320,104.7,227.5,323.5,555.2
16.6,8916,107.6,243.4,354.5,657.5
16.7,8664,112.1,242.8,347.6,710.5
16.8,9036,109.6,227.2,322.9,686.7
16.9,9538,103.8,215.9,307.1,837.8
17.0,9082,108.2,230.1,329.9,874.4
17.1,9342,104.7,227.2,305.3,921.0
17.2,9338,105.3,223.1,322.9,736.0
17.3,9152,106.8,232.9,330.5,643.6
17.4,9199,106.5,227.3,335.6,1445.7
17.5,9424,106.3,216.8,298.8,606.8
17.6,9287,105.8,224.2,307.8,758.8
17.7,9559,104.0,213.4,294.0,840.9
17.8,9433,104.6,219.8,308.0,594.7
17.9,9612,102.2,217.3,311.3,576.3
18.0,9312,107.0,217.4,294.1,548.4
18.1,9456,104.8,216.9,289.0,789.4
18.2,9385,106.1,214.6,293.3,792.4
18.3,9842,98.7,217.6,308.9,544.7
18.4,9305,106.2,225.6,313.0,1028.7
18.5,9013,109.4,227.9,328.8,841.7
18.6,9775,102.3,202.8,280.9,601.4
18.7,9703,101.3,214.1,295.7,1128.4
18.8,9328,103.1,228.2,327.0,669.3
18.9,9678,101.8,213.3,297.8,687.8
19.0,9753,100.8,211.3,306.0,650.8
19.1,9781,99.7,212.4,309.9,813.7
19.2,10028,98.5,205.5,293.4,548.5
19.3,9659,103.1,207.8,295.2,740.6
19.4,9769,101.2,207.6,307.1,992.0
19.5,9485,103.3,221.0,315.8,816.0
19.6,9770,101.3,209.4,292.2,884.6
19.7,9548,103.5,215.9,300.5,622.6
19.8,9626,101.5,215.5,302.2,612.0
19.9,9705,102.5,206.2,286.6,743.5
20.0,9560,103.3,215.1,305.7,811.5
20.1,9373,105.6,221.5,319.3,622.4
20.2,9697,100.3,214.6,298.6,546.8
20.3,9625,101.4,215.8,309.3,915.6
20.4,9576,101.1,222.9,312.6,934.0
20.5,9608,102.7,213.4,302.2,532.5
20.6,9477,104.1,219.6,310.7,887.4
20.7,9528,103.8,215.0,292.9,977.1
20.8,9485,103.8,218.5,317.5,741.6
20.9,9916,99.7,206.3,291.5,740.1
21.0,9313,105.8,221.9,318.6,723.3
21.1,9190,106.0,228.4,329.6,859.3
21.2,9450,107.0,210.3,287.3,723.1
21.3,9214,105.6,229.2,324.7,938.9
21.4,9172,108.1,220.2,317.7,1033.3
21.5,9046,108.7,224.5,316.4,783.5
21.6,8994,109.0,227.9,327.5,744.8
21.7,8738,114.5,226.0,318.4,1334.4
21.8,9107,108.6,220.4,308.3,888.1
21.9,9371,105.4,221.6,313.1,834.8
22.0,9495,104.3,212.1,294.8,1482.8
22.1,8960,110.8,225.9,314.9,879.3
22.2,8981,108.4,236.5,328.5,613.3
22.3,9057,109.5,223.3,322.9,651.9
22.4,8802,113.4,228.2,334.0,863.3
22.5,8996,109.7,229.9,326.3,658.4
22.6,8822,111.4,232.4,324.6,716.1
22.7,9102,107.7,231.7,317.3,703.8
22.8,9216,107.9,220.3,313.2,685.1
22.9,8918,108.5,237.0,335.1,1155.7
23.0,8979,107.2,239.9,349.8,1546.3
23.1,9545,102.6,217.9,331.3,811.5
23.2,9896,100.2,206.2,278.7,1175.5
23.3,9857,100.0,208.8,289.3,1068.0
23.4,9905,98.7,209.9,291.0,596.6
23.5,9508,104.1,214.8,308.6,718.9
23.6,9289,104.8,229.1,332.7,666.4
23.7,9461,103.2,221.5,318.5,824.3
23.8,9750,100.5,213.8,298.8,769.0
23.9,9886,98.2,213.1,300.3,800.7
24.0,9586,101.0,225.3,320.8,953.5
24.1,9705,102.1,208.8,294.6,581.3
24.2,10005,97.2,209.9,284.6,749.1
24.3,9825,101.6,203.7,283.8,651.6
24.4,9710,101.9,212.1,301.2,766.3
24.5,9698,102.1,209.0,287.9,867.1
24.6,9462,103.8,215.8,302.5,831.9
24.7,9716,102.9,207.6,281.4,533.9
24.8,9102,107.3,230.0,323.5,2989.3
24.9,9602,104.2,211.0,296.4,720.5
25.0,9489,103.1,220.8,317.3,924.6
25.1,9117,108.0,227.8,338.1,1083.0
25.2,8862,110.5,234.7,338.7,751.1
25.3,9099,109.1,220.3,308.9,661.1
25.4,9266,107.5,216.7,313.4,1091.3
25.5,8926,110.0,231.6,328.7,753.1
25.6,8675,113.7,235.5,335.3,831.6
25.7,8353,117.2,249.1,340.9,737.4
25.8,8993,111.3,223.1,308.6,888.9
25.9,9431,106.3,210.4,296.7,701.6
26.0,9033,110.8,218.8,308.7,679.9
26.1,8560,112.8,247.1,354.0,610.2
26.2,8796,110.7,242.8,341.8,1397.2
26.3,9333,105.4,217.1,303.7,772.3
26.4,9189,108.2,220.9,309.6,654.3
26.5,9120,107.0,227.1,328.1,1067.6
26.6,9294,105.9,225.5,304.9,1018.8
26.7,9690,101.4,211.1,295.0,684.1
26.8,9364,104.7,221.9,313.5,527.5
26.9,9337,104.7,225.2,321.3,935.3
27.0,9041,107.6,231.0,325.5,921.7
27.1,8887,109.6,230.0,332.8,882.2
27.2,9077,110.3,218.6,294.7,761.7
27.3,10010,98.5,203.9,288.0,701.5
27.4,9398,103.2,222.1,316.4,802.8
27.5,9304,104.7,226.5,321.2,726.2
27.6,9327,105.1,219.5,305.9,985.7
27.7,9035,110.4,221.6,303.2,574.9
27.8,8705,113.8,233.2,332.7,798.4
27.9,9090,107.8,229.2,314.7,1148.0
28.0,9130,107.5,227.6,325.5,1409.6
28.1,9177,106.0,230.0,320.6,650.3
28.2,9355,105.6,222.3,302.9,565.5
28.3,9401,105.8,217.1,302.7,769.4
28.4,9377,105.4,218.9,309.5,772.8
28.5,8701,113.6,231.2,337.8,838.8
28.6,8879,109.7,237.5,331.6,1067.5
28.7,9461,106.2,205.4,278.5,652.1
28.8,8795,112.8,225.7,314.4,2588.0
28.9,9337,104.6,225.2,321.9,1249.9
29.0,9843,101.1,202.5,280.8,630.0
29.1,9478,104.6,213.2,303.6,702.3
29.2,8792,112.3,233.7,335.5,745.5
29.3,9378,103.8,225.8,313.8,592.1
29.4,8966,107.6,229.2,323.3,764.2
29.5,9460,100.9,232.1,355.3,1133.1
29.6,9141,108.3,218.2,310.1,712.2
29.7,9713,102.7,204.2,279.0,929.8
29.8,9825,99.5,208.8,286.8,647.0
29.9,9918,98.6,210.1,306.7,1111.6
